Concept set: team run drill field
Reference: A team runs down the field doing some drills.
a dog is chasing a ball through the grass .	a man grass dog chasing a ball in the chase
a dog chasing a ball in the grass.	a dog is chasing a ball of grass .
a dog chasing a ball in the grass.	a dog chasing a ball in the grass
a dog chasing a ball in the grass.	dog chasing a ball in the grass.
a dog chasing a ball in the grass.	a man grass dog chasing a ball in the chase
a dog is chasing a ball of grass .	a dog chasing a ball in the grass
a dog is chasing a ball of grass .	dog chasing a ball in the grass.
a dog is chasing a ball of grass .	a man grass dog chasing a ball in the chase
a dog chasing a ball in the grass	dog chasing a ball in the grass.
a dog chasing a ball in the grass	a man grass dog chasing a ball in the chase
dog chasing a ball in the grass.	a man grass dog chasing a ball in the chase

Concept set: fabric piece sew machine
Reference: A woman sewing a piece of fabric with a sewing machine.
person shows how to sew a piece of fabric using a machine	a machine is sewing a piece of fabric .
person shows how to sew a piece of fabric using a machine	a man sewing a piece of fabric on a machine.
person shows how to sew a piece of fabric using a machine	a woman of fabric for a piece to sew a machine
person shows how to sew a piece of fabric using a machine	woman sews a piece of fabric on a sewing machine.
person shows how to sew a piece of fabric using a machine	a man sews a piece of fabric with a sewing machine on a fabric
a machine is sewing a piece of fabric .	a man sewing a piece of fabric on a machine.
a machine is sewing a piece of fabric .	a woman of fabric for a piece to sew a machine
a machine is sewing a piece of fabric .	woman sews a piece of fabric on a sewing machine.
a machine is sewing a piece of fabric .	a man sews a piece of fabric with a sewing machine on a fabric
a man sewing a piece of fabric on a machine.	a woman of fabric for a piece to sew a machine
a man sewing a piece of fabric on a machine.	woman sews a piece of fabric on a sewing machine.
a man sewing a piece of fabric on a machine.	a man sews a piece of fabric with a sewing machine on a fabric
a woman of fabric for a piece to sew a machine	woman sews a piece of fabric on a sewing machine.
a woman of fabric for a piece to sew a machine	a man sews a piece of fabric with a sewing machine on a fabric
woman sews a piece of fabric on a sewing machine.	a man sews a piece of fabric with a sewing machine on a fabric

Concept set: nail clip hold cat
Reference: A man holds the cats paw and starts clipping its nails.
a cat holding a clip on a nail.	a cat in a salon holding a clip of nails .
a cat holding a clip on a nail.	a cat lies on a nail clip hold a cat
a cat holding a clip on a nail.	a cat is holding a clip on a nail .
a cat holding a clip on a nail.	a cat holding a nail clip in its mouth
a cat holding a clip on a nail.	clipped nails hold a cat in place.
a cat in a salon holding a clip of nails .	a cat lies on a nail clip hold a cat
a cat in a salon holding a clip of nails .	a cat is holding a clip on a nail .
a cat in a salon holding a clip of nails .	a cat holding a nail clip in its mouth
a cat in a salon holding a clip of nails .	clipped nails hold a cat in place.
a cat lies on a nail clip hold a cat	a cat is holding a clip on a nail .
a cat lies on a nail clip hold a cat	a cat holding a nail clip in its mouth
a cat lies on a nail clip hold a cat	clipped nails hold a cat in place.
a cat is holding a clip on a nail .	a cat holding a nail clip in its mouth
a cat is holding a clip on a nail .	clipped nails hold a cat in place.
a cat holding a nail clip in its mouth	clipped nails hold a cat in place.

Concept set: perform trick dog frisbee
Reference: He begins performing tricks with the dog using a frisbee.
dog performs a trick by throwing a frisbee.	a man and his dog are performing a trick on a frisbee .
dog performs a trick by throwing a frisbee.	a dog performs a trick on a frisbee .
dog performs a trick by throwing a frisbee.	the men perform a trick while a dog performed a frisbee
dog performs a trick by throwing a frisbee.	a dog performs a trick on a frisbee.
dog performs a trick by throwing a frisbee.	a dog performs a trick with a frisbee
a man and his dog are performing a trick on a frisbee .	a dog performs a trick on a frisbee .
a man and his dog are performing a trick on a frisbee .	the men perform a trick while a dog performed a frisbee
a man and his dog are performing a trick on a frisbee .	a dog performs a trick on a frisbee.
a man and his dog are performing a trick on a frisbee .	a dog performs a trick with a frisbee
a dog performs a trick on a frisbee .	the men perform a trick while a dog performed a frisbee
a dog performs a trick on a frisbee .	a dog performs a trick on a frisbee.
a dog performs a trick on a frisbee .	a dog performs a trick with a frisbee
the men perform a trick while a dog performed a frisbee	a dog performs a trick on a frisbee.
the men perform a trick while a dog performed a frisbee	a dog performs a trick with a frisbee
a dog performs a trick on a frisbee.	a dog performs a trick with a frisbee

Concept set: bed sit hair comb
Reference: A young woman sits in bed combing her hair.
a black cat sitting on a bed with a comb in its hair	a woman is sitting on a bed with her hair combed .
a black cat sitting on a bed with a comb in its hair	a bed of people sit in her hair underneath a comb
a black cat sitting on a bed with a comb in its hair	a woman is sitting on a bed with a comb in her hair .
a black cat sitting on a bed with a comb in its hair	hair comb sitting on a bed.
a black cat sitting on a bed with a comb in its hair	a woman is sitting on a bed with her hair combed.
a woman is sitting on a bed with her hair combed .	a bed of people sit in her hair underneath a comb
a woman is sitting on a bed with her hair combed .	a woman is sitting on a bed with a comb in her hair .
a woman is sitting on a bed with her hair combed .	hair comb sitting on a bed.
a woman is sitting on a bed with her hair combed .	a woman is sitting on a bed with her hair combed.
a bed of people sit in her hair underneath a comb	a woman is sitting on a bed with a comb in her hair .
a bed of people sit in her hair underneath a comb	hair comb sitting on a bed.
a bed of people sit in her hair underneath a comb	a woman is sitting on a bed with her hair combed.
a woman is sitting on a bed with a comb in her hair .	hair comb sitting on a bed.
a woman is sitting on a bed with a comb in her hair .	a woman is sitting on a bed with her hair combed.
hair comb sitting on a bed.	a woman is sitting on a bed with her hair combed.

Concept set: shirt air jump wear
Reference: person jumps in the air wearing a shirt
a man wearing a red shirt is jumping in the air.	a young boy wearing a funny shirt jumps in the air .
a man wearing a red shirt is jumping in the air.	a man is jumping in the air while wearing a white shirt and shorts and doing jumping jacks.
a man wearing a red shirt is jumping in the air.	a woman wearing a white shirt is jumping in the air .
a man wearing a red shirt is jumping in the air.	girl jumps in the air while wearing a white shirt.
a man wearing a red shirt is jumping in the air.	a woman in a shirt in the air jump how to wear
a young boy wearing a funny shirt jumps in the air .	a man is jumping in the air while wearing a white shirt and shorts and doing jumping jacks.
a young boy wearing a funny shirt jumps in the air .	a woman wearing a white shirt is jumping in the air .
a young boy wearing a funny shirt jumps in the air .	girl jumps in the air while wearing a white shirt.
a young boy wearing a funny shirt jumps in the air .	a woman in a shirt in the air jump how to wear
a man is jumping in the air while wearing a white shirt and shorts and doing jumping jacks.	a woman wearing a white shirt is jumping in the air .
a man is jumping in the air while wearing a white shirt and shorts and doing jumping jacks.	girl jumps in the air while wearing a white shirt.
a man is jumping in the air while wearing a white shirt and shorts and doing jumping jacks.	a woman in a shirt in the air jump how to wear
a woman wearing a white shirt is jumping in the air .	girl jumps in the air while wearing a white shirt.
a woman wearing a white shirt is jumping in the air .	a woman in a shirt in the air jump how to wear
girl jumps in the air while wearing a white shirt.	a woman in a shirt in the air jump how to wear

Concept set: throw field catch football
Reference: A man is walking accross a field and catching footballs being throw to him
a man throws a football and catches it on the field .	a player catches a football and throws it into the field .
a man throws a football and catches it on the field .	the people throw in a grassy field to catch football
a man throws a football and catches it on the field .	man throws a football and then catches it on the field.
a man throws a football and catches it on the field .	football is caught by football player as he throws it on the field
a man throws a football and catches it on the field .	a man throws a football into a field and catches it.
a player catches a football and throws it into the field .	the people throw in a grassy field to catch football
a player catches a football and throws it into the field .	man throws a football and then catches it on the field.
a player catches a football and throws it into the field .	football is caught by football player as he throws it on the field
a player catches a football and throws it into the field .	a man throws a football into a field and catches it.
the people throw in a grassy field to catch football	man throws a football and then catches it on the field.
the people throw in a grassy field to catch football	football is caught by football player as he throws it on the field
the people throw in a grassy field to catch football	a man throws a football into a field and catches it.
man throws a football and then catches it on the field.	football is caught by football player as he throws it on the field
man throws a football and then catches it on the field.	a man throws a football into a field and catches it.
football is caught by football player as he throws it on the field	a man throws a football into a field and catches it.

Concept set: beer table sit glass
Reference: girl sitting at a table with glasses of beer .
a table with a glass of beer sitting on it.	a man sits at a table with a glass of beer .
a table with a glass of beer sitting on it.	beer sits on a table next to a glass of beer.
a table with a glass of beer sitting on it.	two men sitting at a table with glasses of beer .
a table with a glass of beer sitting on it.	many beer on a table sit on a glass
a table with a glass of beer sitting on it.	a glass of beer sits on a table next to a plate of food.
a man sits at a table with a glass of beer .	beer sits on a table next to a glass of beer.
a man sits at a table with a glass of beer .	two men sitting at a table with glasses of beer .
a man sits at a table with a glass of beer .	many beer on a table sit on a glass
a man sits at a table with a glass of beer .	a glass of beer sits on a table next to a plate of food.
beer sits on a table next to a glass of beer.	two men sitting at a table with glasses of beer .
beer sits on a table next to a glass of beer.	many beer on a table sit on a glass
beer sits on a table next to a glass of beer.	a glass of beer sits on a table next to a plate of food.
two men sitting at a table with glasses of beer .	many beer on a table sit on a glass
two men sitting at a table with glasses of beer .	a glass of beer sits on a table next to a plate of food.
many beer on a table sit on a glass	a glass of beer sits on a table next to a plate of food.

Concept set: toddler cart store push
Reference: A toddler is pushing a shopping cart around the store.
a toddler is pushing a cart through a store .	a toddler pushes its cart through a store to push a
a toddler is pushing a cart through a store .	a mother pushing a toddler in a shopping cart in a store .
a toddler is pushing a cart through a store .	a toddler pushing a cart in a store.
a toddler is pushing a cart through a store .	toddler pushing a shopping cart in a store
a toddler is pushing a cart through a store .	toddler pushing a cart at a grocery store.
a toddler pushes its cart through a store to push a	a mother pushing a toddler in a shopping cart in a store .
a toddler pushes its cart through a store to push a	a toddler pushing a cart in a store.
a toddler pushes its cart through a store to push a	toddler pushing a shopping cart in a store
a toddler pushes its cart through a store to push a	toddler pushing a cart at a grocery store.
a mother pushing a toddler in a shopping cart in a store .	a toddler pushing a cart in a store.
a mother pushing a toddler in a shopping cart in a store .	toddler pushing a shopping cart in a store
a mother pushing a toddler in a shopping cart in a store .	toddler pushing a cart at a grocery store.
a toddler pushing a cart in a store.	toddler pushing a shopping cart in a store
a toddler pushing a cart in a store.	toddler pushing a cart at a grocery store.
toddler pushing a shopping cart in a store	toddler pushing a cart at a grocery store.

Concept set: water pull tail alligator
Reference: A man pulls an alligator out of the water by it's tail.
a alligator is pulling its tail out of the water .	an alligator pulling its tail out of the water
a alligator is pulling its tail out of the water .	alligators pulling a tail in the water
a alligator is pulling its tail out of the water .	alligators pulling their tails in the water
a alligator is pulling its tail out of the water .	a pair of water pull a tail from the alligator
a alligator is pulling its tail out of the water .	alligators pulling their tails out of the water.
an alligator pulling its tail out of the water	alligators pulling a tail in the water
an alligator pulling its tail out of the water	alligators pulling their tails in the water
an alligator pulling its tail out of the water	a pair of water pull a tail from the alligator
an alligator pulling its tail out of the water	alligators pulling their tails out of the water.
alligators pulling a tail in the water	alligators pulling their tails in the water
alligators pulling a tail in the water	a pair of water pull a tail from the alligator
alligators pulling a tail in the water	alligators pulling their tails out of the water.
alligators pulling their tails in the water	a pair of water pull a tail from the alligator
alligators pulling their tails in the water	alligators pulling their tails out of the water.
a pair of water pull a tail from the alligator	alligators pulling their tails out of the water.

Concept set: ball pass team game
Reference: The team passed the ball and scored in a lacrosse game.
football team is passing the ball during a game.	the team is passing the ball during the game .
football team is passing the ball during a game.	football team passes the ball during a game
football team is passing the ball during a game.	athlete looks to pass the ball against sports team during the game .
football team is passing the ball during a game.	athlete playing a ball to pass the team of game
football team is passing the ball during a game.	football team passes the ball during the game.
the team is passing the ball during the game .	football team passes the ball during a game
the team is passing the ball during the game .	athlete looks to pass the ball against sports team during the game .
the team is passing the ball during the game .	athlete playing a ball to pass the team of game
the team is passing the ball during the game .	football team passes the ball during the game.
football team passes the ball during a game	athlete looks to pass the ball against sports team during the game .
football team passes the ball during a game	athlete playing a ball to pass the team of game
football team passes the ball during a game	football team passes the ball during the game.
athlete looks to pass the ball against sports team during the game .	athlete playing a ball to pass the team of game
athlete looks to pass the ball against sports team during the game .	football team passes the ball during the game.
athlete playing a ball to pass the team of game	football team passes the ball during the game.

Concept set: walk wall graffiti cover
Reference: A man walks by a wall covered in graffiti.
graffiti covering the walls of a building on a walk	a man walks past graffiti covered walls .
graffiti covering the walls of a building on a walk	boys walk at the rock wall with graffiti to cover
graffiti covering the walls of a building on a walk	man walks past a wall covered in graffiti.
graffiti covering the walls of a building on a walk	a man walks along a wall covered in graffiti .
graffiti covering the walls of a building on a walk	a man is walking along a wall covered with graffiti.
a man walks past graffiti covered walls .	boys walk at the rock wall with graffiti to cover
a man walks past graffiti covered walls .	man walks past a wall covered in graffiti.
a man walks past graffiti covered walls .	a man walks along a wall covered in graffiti .
a man walks past graffiti covered walls .	a man is walking along a wall covered with graffiti.
boys walk at the rock wall with graffiti to cover	man walks past a wall covered in graffiti.
boys walk at the rock wall with graffiti to cover	a man walks along a wall covered in graffiti .
boys walk at the rock wall with graffiti to cover	a man is walking along a wall covered with graffiti.
man walks past a wall covered in graffiti.	a man walks along a wall covered in graffiti .
man walks past a wall covered in graffiti.	a man is walking along a wall covered with graffiti.
a man walks along a wall covered in graffiti .	a man is walking along a wall covered with graffiti.

Concept set: hit ball game tennis
Reference: A man playing  a game of tennis hitting a ball
tennis player hits a ball against tennis player during a game	olympic athlete hit the ball on the game of tennis
tennis player hits a ball against tennis player during a game	a man is playing a game of tennis and hits the ball .
tennis player hits a ball against tennis player during a game	tennis player hits a ball during a game of tennis.
tennis player hits a ball against tennis player during a game	a man playing tennis is hitting the ball in a game of tennis .
tennis player hits a ball against tennis player during a game	tennis player hits a ball during a game of tennis
olympic athlete hit the ball on the game of tennis	a man is playing a game of tennis and hits the ball .
olympic athlete hit the ball on the game of tennis	tennis player hits a ball during a game of tennis.
olympic athlete hit the ball on the game of tennis	a man playing tennis is hitting the ball in a game of tennis .
olympic athlete hit the ball on the game of tennis	tennis player hits a ball during a game of tennis
a man is playing a game of tennis and hits the ball .	tennis player hits a ball during a game of tennis.
a man is playing a game of tennis and hits the ball .	a man playing tennis is hitting the ball in a game of tennis .
a man is playing a game of tennis and hits the ball .	tennis player hits a ball during a game of tennis
tennis player hits a ball during a game of tennis.	a man playing tennis is hitting the ball in a game of tennis .
tennis player hits a ball during a game of tennis.	tennis player hits a ball during a game of tennis
a man playing tennis is hitting the ball in a game of tennis .	tennis player hits a ball during a game of tennis

Concept set: dog take bed nap
Reference: The dog is taking a nap on a bed.
a dog takes a nap on the bed.	a dog taking a nap in bed
a dog takes a nap on the bed.	a dog will take care in a bed under the nap
a dog takes a nap on the bed.	dog taking a nap in a bed.
a dog takes a nap on the bed.	the dog is taking a nap in the bed .
a dog takes a nap on the bed.	dog taking a nap on the bed
a dog taking a nap in bed	a dog will take care in a bed under the nap
a dog taking a nap in bed	dog taking a nap in a bed.
a dog taking a nap in bed	the dog is taking a nap in the bed .
a dog taking a nap in bed	dog taking a nap on the bed
a dog will take care in a bed under the nap	dog taking a nap in a bed.
a dog will take care in a bed under the nap	the dog is taking a nap in the bed .
a dog will take care in a bed under the nap	dog taking a nap on the bed
dog taking a nap in a bed.	the dog is taking a nap in the bed .
dog taking a nap in a bed.	dog taking a nap on the bed
the dog is taking a nap in the bed .	dog taking a nap on the bed

Concept set: ride snow hill bike
Reference: A person is riding a mountain bike down a hill in deep snow
people ride on the snow on the hill to a bike	bike riding down a hill in the snow.
people ride on the snow on the hill to a bike	a man rides his bike down a hill in the snow
people ride on the snow on the hill to a bike	two people ride a bike up a hill in the snow .
people ride on the snow on the hill to a bike	a man rides a snow bike down a hill.
people ride on the snow on the hill to a bike	a man riding a bike in the snow on a hill .
bike riding down a hill in the snow.	a man rides his bike down a hill in the snow
bike riding down a hill in the snow.	two people ride a bike up a hill in the snow .
bike riding down a hill in the snow.	a man rides a snow bike down a hill.
bike riding down a hill in the snow.	a man riding a bike in the snow on a hill .
a man rides his bike down a hill in the snow	two people ride a bike up a hill in the snow .
a man rides his bike down a hill in the snow	a man rides a snow bike down a hill.
a man rides his bike down a hill in the snow	a man riding a bike in the snow on a hill .
two people ride a bike up a hill in the snow .	a man rides a snow bike down a hill.
two people ride a bike up a hill in the snow .	a man riding a bike in the snow on a hill .
a man rides a snow bike down a hill.	a man riding a bike in the snow on a hill .

Concept set: dog scrub soap water
Reference: A man scrubs a large dog with soap and water.
the dog is being scrubbed with soap and water .	a dog is scrubbing the water with soap.
the dog is being scrubbed with soap and water .	a dog is being scrubbed with soap and water in a bathtub.
the dog is being scrubbed with soap and water .	dog is scrubbing with soap and water.
the dog is being scrubbed with soap and water .	a dog is scrubbing some water with a soap
the dog is being scrubbed with soap and water .	a dog scrub a soap in the water
a dog is scrubbing the water with soap.	a dog is being scrubbed with soap and water in a bathtub.
a dog is scrubbing the water with soap.	dog is scrubbing with soap and water.
a dog is scrubbing the water with soap.	a dog is scrubbing some water with a soap
a dog is scrubbing the water with soap.	a dog scrub a soap in the water
a dog is being scrubbed with soap and water in a bathtub.	dog is scrubbing with soap and water.
a dog is being scrubbed with soap and water in a bathtub.	a dog is scrubbing some water with a soap
a dog is being scrubbed with soap and water in a bathtub.	a dog scrub a soap in the water
dog is scrubbing with soap and water.	a dog is scrubbing some water with a soap
dog is scrubbing with soap and water.	a dog scrub a soap in the water
a dog is scrubbing some water with a soap	a dog scrub a soap in the water

Concept set: parade watch street side
Reference: Many people are watching a parade on the side of a street.
people watch the parade from the side of the street	people watch a parade from the side of a street .
people watch the parade from the side of the street	people watch the parade from the side of a street.
people watch the parade from the side of the street	people watch parade from the other side of the street
people watch the parade from the side of the street	local parade watch a street on a side
people watch the parade from the side of the street	a group of people watch a parade on the side of a street.
people watch a parade from the side of a street .	people watch the parade from the side of a street.
people watch a parade from the side of a street .	people watch parade from the other side of the street
people watch a parade from the side of a street .	local parade watch a street on a side
people watch a parade from the side of a street .	a group of people watch a parade on the side of a street.
people watch the parade from the side of a street.	people watch parade from the other side of the street
people watch the parade from the side of a street.	local parade watch a street on a side
people watch the parade from the side of a street.	a group of people watch a parade on the side of a street.
people watch parade from the other side of the street	local parade watch a street on a side
people watch parade from the other side of the street	a group of people watch a parade on the side of a street.
local parade watch a street on a side	a group of people watch a parade on the side of a street.

Concept set: run ball kick grass
Reference: A guy is running through grass kicking a soccer ball.
two girls run on a ball to kick into grass	man kicks a ball in the grass and runs away.
two girls run on a ball to kick into grass	a boy runs across the grass to kick a ball.
two girls run on a ball to kick into grass	football player runs to kick the ball in the grass
two girls run on a ball to kick into grass	a boy is running to kick the ball in the grass .
two girls run on a ball to kick into grass	a young boy runs towards a soccer ball kicking up grass .
man kicks a ball in the grass and runs away.	a boy runs across the grass to kick a ball.
man kicks a ball in the grass and runs away.	football player runs to kick the ball in the grass
man kicks a ball in the grass and runs away.	a boy is running to kick the ball in the grass .
man kicks a ball in the grass and runs away.	a young boy runs towards a soccer ball kicking up grass .
a boy runs across the grass to kick a ball.	football player runs to kick the ball in the grass
a boy runs across the grass to kick a ball.	a boy is running to kick the ball in the grass .
a boy runs across the grass to kick a ball.	a young boy runs towards a soccer ball kicking up grass .
football player runs to kick the ball in the grass	a boy is running to kick the ball in the grass .
football player runs to kick the ball in the grass	a young boy runs towards a soccer ball kicking up grass .
a boy is running to kick the ball in the grass .	a young boy runs towards a soccer ball kicking up grass .

Concept set: hold hit racket ball
Reference: a man holding a racket ready to hit the ball
a man is holding a tennis racket and trying to hit a ball.	a man holds a racket and hits a ball .
a man is holding a tennis racket and trying to hit a ball.	the girls hold a hit a racket in the ball
a man is holding a tennis racket and trying to hit a ball.	woman holding a racket and hitting a tennis ball.
a man is holding a tennis racket and trying to hit a ball.	a woman is holding a ball and hitting a racket.
a man is holding a tennis racket and trying to hit a ball.	a man holding a tennis racket tries to hit a ball .
a man holds a racket and hits a ball .	the girls hold a hit a racket in the ball
a man holds a racket and hits a ball .	woman holding a racket and hitting a tennis ball.
a man holds a racket and hits a ball .	a woman is holding a ball and hitting a racket.
a man holds a racket and hits a ball .	a man holding a tennis racket tries to hit a ball .
the girls hold a hit a racket in the ball	woman holding a racket and hitting a tennis ball.
the girls hold a hit a racket in the ball	a woman is holding a ball and hitting a racket.
the girls hold a hit a racket in the ball	a man holding a tennis racket tries to hit a ball .
woman holding a racket and hitting a tennis ball.	a woman is holding a ball and hitting a racket.
woman holding a racket and hitting a tennis ball.	a man holding a tennis racket tries to hit a ball .
a woman is holding a ball and hitting a racket.	a man holding a tennis racket tries to hit a ball .

Concept set: weight front lift mirror
Reference: At a gym a man lift weights in front of a mirror.
woman lifted the weight in front of lift a mirror	a woman lifts her weight in front of a mirror .
woman lifted the weight in front of lift a mirror	a man lifting weights in front of a mirror.
woman lifted the weight in front of lift a mirror	lift the weight of the mirror in front
woman lifted the weight in front of lift a mirror	a man lifts his weight in front of a mirror and looks at himself.
woman lifted the weight in front of lift a mirror	woman lifts her weight in front of a mirror.
a woman lifts her weight in front of a mirror .	a man lifting weights in front of a mirror.
a woman lifts her weight in front of a mirror .	lift the weight of the mirror in front
a woman lifts her weight in front of a mirror .	a man lifts his weight in front of a mirror and looks at himself.
a woman lifts her weight in front of a mirror .	woman lifts her weight in front of a mirror.
a man lifting weights in front of a mirror.	lift the weight of the mirror in front
a man lifting weights in front of a mirror.	a man lifts his weight in front of a mirror and looks at himself.
a man lifting weights in front of a mirror.	woman lifts her weight in front of a mirror.
lift the weight of the mirror in front	a man lifts his weight in front of a mirror and looks at himself.
lift the weight of the mirror in front	woman lifts her weight in front of a mirror.
a man lifts his weight in front of a mirror and looks at himself.	woman lifts her weight in front of a mirror.

Concept set: kid field kick ball
Reference: a couple of kids are kicking a ball in a field
a kid in a field ready to kick a ball	the kid is kicking the ball in the field .
a kid in a field ready to kick a ball	kid kicks a soccer ball in the field.
a kid in a field ready to kick a ball	a kid is kicking the ball on a field with other kids.
a kid in a field ready to kick a ball	a kid is kicking a ball in a field .
a kid in a field ready to kick a ball	a kid is kicking a ball in a field.
the kid is kicking the ball in the field .	kid kicks a soccer ball in the field.
the kid is kicking the ball in the field .	a kid is kicking the ball on a field with other kids.
the kid is kicking the ball in the field .	a kid is kicking a ball in a field .
the kid is kicking the ball in the field .	a kid is kicking a ball in a field.
kid kicks a soccer ball in the field.	a kid is kicking the ball on a field with other kids.
kid kicks a soccer ball in the field.	a kid is kicking a ball in a field .
kid kicks a soccer ball in the field.	a kid is kicking a ball in a field.
a kid is kicking the ball on a field with other kids.	a kid is kicking a ball in a field .
a kid is kicking the ball on a field with other kids.	a kid is kicking a ball in a field.
a kid is kicking a ball in a field .	a kid is kicking a ball in a field.

Concept set: read book chair sit
Reference: man sat in a chair reading a book
a man sits in a chair and reads a book .	a man sitting on a chair reading a book.
a man sits in a chair and reads a book .	a man sits in a chair and reads a book .
a man sits in a chair and reads a book .	a man sits in a chair and reads a book.
a man sits in a chair and reads a book .	woman sits in a chair reading a book.
a man sits in a chair and reads a book .	a woman in a leather read her book chair sit
a man sitting on a chair reading a book.	a man sits in a chair and reads a book .
a man sitting on a chair reading a book.	a man sits in a chair and reads a book.
a man sitting on a chair reading a book.	woman sits in a chair reading a book.
a man sitting on a chair reading a book.	a woman in a leather read her book chair sit
a man sits in a chair and reads a book .	a man sits in a chair and reads a book.
a man sits in a chair and reads a book .	woman sits in a chair reading a book.
a man sits in a chair and reads a book .	a woman in a leather read her book chair sit
a man sits in a chair and reads a book.	woman sits in a chair reading a book.
a man sits in a chair and reads a book.	a woman in a leather read her book chair sit
woman sits in a chair reading a book.	a woman in a leather read her book chair sit

Concept set: ocean surfer ride wave
Reference: surfers ride waves in the ocean.
a surfer rides a wave in the ocean	surfers riding waves in the ocean
a surfer rides a wave in the ocean	surfer riding the wave in the ocean
a surfer rides a wave in the ocean	people off the ocean as the surfer ride the wave
a surfer rides a wave in the ocean	a surfer rides a wave in the ocean
a surfer rides a wave in the ocean	surfer riding a wave in the ocean.
surfers riding waves in the ocean	surfer riding the wave in the ocean
surfers riding waves in the ocean	people off the ocean as the surfer ride the wave
surfers riding waves in the ocean	a surfer rides a wave in the ocean
surfers riding waves in the ocean	surfer riding a wave in the ocean.
surfer riding the wave in the ocean	people off the ocean as the surfer ride the wave
surfer riding the wave in the ocean	a surfer rides a wave in the ocean
surfer riding the wave in the ocean	surfer riding a wave in the ocean.
people off the ocean as the surfer ride the wave	a surfer rides a wave in the ocean
people off the ocean as the surfer ride the wave	surfer riding a wave in the ocean.
a surfer rides a wave in the ocean	surfer riding a wave in the ocean.

Concept set: ingredient begin mix counter bowl
Reference: She begins by mixing the ingredients in a large bowl placed on her kitchen counter.
she begins mixing ingredients in a bowl on the counter .	the ingredient begin to mix the counter with the bowl of cooking on.
she begins mixing ingredients in a bowl on the counter .	woman begins mixing ingredients in a bowl on the counter.
she begins mixing ingredients in a bowl on the counter .	a man begins mixing ingredients in a bowl on a counter.
